Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5312","Area harvested","01229","Cantaloupes and other melons","2020","2020","ha","61000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01229","Cantaloupes and other melons","2020","2020","kg/ha","22426.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01229","Cantaloupes and other melons","2021","2021","ha","75000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01229","Cantaloupes and other melons","2021","2021","kg/ha","19706.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01229","Cantaloupes and other melons","2022","2022","ha","68000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01229","Cantaloupes and other melons","2022","2022","kg/ha","22029.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01229","Cantaloupes and other melons","2023","2023","ha","68000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01229","Cantaloupes and other melons","2023","2023","kg/ha","22029.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01229","Cantaloupes and other melons","2024","2024","ha","66614","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01229","Cantaloupes and other melons","2024","2024","kg/ha","23129.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2000","2000","ha","37192","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2000","2000","kg/ha","15076.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2001","2001","ha","38613","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2001","2001","kg/ha","15159.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2002","2002","ha","39789","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2002","2002","kg/ha","15336","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2003","2003","ha","40950","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2003","2003","kg/ha","15512.1","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2004","2004","ha","42098","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2004","2004","kg/ha","15688.3","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2005","2005","ha","43234","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2005","2005","kg/ha","15864.5","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2006","2006","ha","44360","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2006","2006","kg/ha","16040.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2007","2007","ha","45476","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2007","2007","kg/ha","16217.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2008","2008","ha","46584","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2008","2008","kg/ha","16393.6","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2009","2009","ha","47685","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2009","2009","kg/ha","16570.2","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2010","2010","ha","48781","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2010","2010","kg/ha","16746.8","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2011","2011","ha","56000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2011","2011","kg/ha","17017.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2012","2012","ha","62000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2012","2012","kg/ha","18596.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2013","2013","ha","64000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2013","2013","kg/ha","17890.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2014","2014","ha","62000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2014","2014","kg/ha","17322.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2015","2015","ha","64000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2015","2015","kg/ha","15125","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2016","2016","ha","82303","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2016","2016","kg/ha","16262.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2017","2017","ha","86239","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2017","2017","kg/ha","15650.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2018","2018","ha","96508","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2018","2018","kg/ha","17078.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2019","2019","ha","109462","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2019","2019","kg/ha","17297.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","104982","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2020","2020","kg/ha","17414.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2021","2021","ha","108393","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2021","2021","kg/ha","17386.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2022","2022","ha","133552","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2022","2022","kg/ha","17101.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2023","2023","ha","122664","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2023","2023","kg/ha","19557.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01251","Carrots and turnips","2024","2024","ha","125010","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01251","Carrots and turnips","2024","2024","kg/ha","22208.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2000","2000","ha","686000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2000","2000","kg/ha","758","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2001","2001","ha","700000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2001","2001","kg/ha","642.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2002","2002","ha","750000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2002","2002","kg/ha","626.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2003","2003","ha","770000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2003","2003","kg/ha","649.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2004","2004","ha","780000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2004","2004","kg/ha","685.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2005","2005","ha","820000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2005","2005","kg/ha","663.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2006","2006","ha","837000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2006","2006","kg/ha","684.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2007","2007","ha","854000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2007","2007","kg/ha","726","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2008","2008","ha","868000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2008","2008","kg/ha","766.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2009","2009","ha","893000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2009","2009","kg/ha","778.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2010","2010","ha","923000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2010","2010","kg/ha","664.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2011","2011","ha","953200","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2011","2011","kg/ha","707.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2012","2012","ha","979000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2012","2012","kg/ha","740.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2013","2013","ha","992000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2013","2013","kg/ha","759.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2014","2014","ha","1011000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2014","2014","kg/ha","744.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2015","2015","ha","1030000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2015","2015","kg/ha","723.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2016","2016","ha","1036000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2016","2016","kg/ha","647.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2017","2017","ha","978000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2017","2017","kg/ha","761.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2018","2018","ha","1062000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2018","2018","kg/ha","769.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2019","2019","ha","1105000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2019","2019","kg/ha","672.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2020","2020","ha","1125000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2020","2020","kg/ha","624.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2021","2021","ha","1159000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2021","2021","kg/ha","636.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2022","2022","ha","1184000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2022","2022","kg/ha","635.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2023","2023","ha","1195000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2023","2023","kg/ha","654.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01372","Cashew nuts, in shell","2024","2024","ha","1199084","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01372","Cashew nuts, in shell","2024","2024","kg/ha","662.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2000","2000","ha","223500","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2000","2000","kg/ha","26908.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2001","2001","ha","253500","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2001","2001","kg/ha","26699.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2002","2002","ha","238900","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2002","2002","kg/ha","27274.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2003","2003","ha","207000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2003","2003","kg/ha","26213.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2004","2004","ha","220000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2004","2004","kg/ha","27043.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2005","2005","ha","244700","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2005","2005","kg/ha","30497.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2006","2006","ha","244600","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2006","2006","kg/ha","32113.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2007","2007","ha","255500","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2007","2007","kg/ha","32220.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2008","2008","ha","270000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2008","2008","kg/ha","33540.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2009","2009","ha","280200","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2009","2009","kg/ha","34343.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2010","2010","ha","231900","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2010","2010","kg/ha","34755.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2011","2011","ha","221400","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2011","2011","kg/ha","36477","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2012","2012","ha","226700","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2012","2012","kg/ha","38581.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2013","2013","ha","207000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2013","2013","kg/ha","34959.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2014","2014","ha","228280","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2014","2014","kg/ha","35655.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2015","2015","ha","208000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2015","2015","kg/ha","21024","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2016","2016","ha","204000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2016","2016","kg/ha","21294.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2017","2017","ha","199000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2017","2017","kg/ha","20959.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2018","2018","ha","173000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2018","2018","kg/ha","28612.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2019","2019","ha","163000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2019","2019","kg/ha","30527.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","173000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2020","2020","kg/ha","35028.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2021","2021","ha","183000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2021","2021","kg/ha","37929","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2022","2022","ha","172000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2022","2022","kg/ha","36122.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2023","2023","ha","166000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2023","2023","kg/ha","35771.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01520.01","Cassava, fresh","2024","2024","ha","176627","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01520.01","Cassava, fresh","2024","2024","kg/ha","35574.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2000","2000","ha","1081700","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2000","2000","kg/ha","815.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2001","2001","ha","715400","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2001","2001","kg/ha","909.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2002","2002","ha","586000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2002","2002","kg/ha","733.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2003","2003","ha","716800","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2003","2003","kg/ha","1111","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2004","2004","ha","745600","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2004","2004","kg/ha","1063.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2005","2005","ha","862700","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2005","2005","kg/ha","1148.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2006","2006","ha","627700","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2006","2006","kg/ha","1213.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2007","2007","ha","786800","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2007","2007","kg/ha","1339","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2008","2008","ha","866248","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2008","2008","kg/ha","1351.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2009","2009","ha","741339","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2009","2009","kg/ha","1366.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2010","2010","ha","880339","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2010","2010","kg/ha","1533.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2011","2011","ha","1470883","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2011","2011","kg/ha","1560.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2012","2012","ha","1233587","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2012","2012","kg/ha","1591.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2013","2013","ha","1063197","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2013","2013","kg/ha","1623.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2014","2014","ha","1089320","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2014","2014","kg/ha","1716.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2015","2015","ha","1060729","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2015","2015","kg/ha","1651.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2016","2016","ha","807917","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2016","2016","kg/ha","1703.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2017","2017","ha","824127","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2017","2017","kg/ha","1902.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2018","2018","ha","751317","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2018","2018","kg/ha","1592.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2019","2019","ha","1046292","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2019","2019","kg/ha","1760.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2020","2020","ha","887495","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2020","2020","kg/ha","1855.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2021","2021","ha","830978","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2021","2021","kg/ha","1948","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2022","2022","ha","1019279","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2022","2022","kg/ha","1942.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2023","2023","ha","1041071","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2023","2023","kg/ha","1881.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01447","Castor oil seeds","2024","2024","ha","827889","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01447","Castor oil seeds","2024","2024","kg/ha","1917.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2000","2000","ha","250000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2000","2000","kg/ha","18880","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2001","2001","ha","260000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2001","2001","kg/ha","18038.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2002","2002","ha","270000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2002","2002","kg/ha","18111.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2003","2003","ha","280000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2003","2003","kg/ha","17142.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","01213","Cauliflowers and broccoli","2004","2004","ha","267900","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01213","Cauliflowers and broccoli","2004","2004","kg/ha","18440.5","A","Official figure",""
